0	27.7128	1199.01	20	1397	20	0	12	0	8	0	20	
0.005	27.4456	1199.01	19.3098	0	20	1158	0	12	0	8	0	20	
0.01	27.3707	1199.01	19.1302	0	20	1158	0	12	0	8	0	20	
0.015	27.246	1199.01	18.9773	0	20	1158	0	12	0	8	0	20	
0.02	27.1278	1199.01	18.8711	0	20	1158	0	12	0	8	0	20	
0.025	27.0095	1199.01	18.7858	0	20	1158	0	12	0	8	0	20	
0.03	26.8949	1199.01	18.7151	0	20	1158	0	12	0	8	0	20	
0.035	26.784	1199.01	18.654	0	20	1158	0	12	0	8	0	20	
0.04	26.6772	1199.01	18.5999	0	20	1158	0	12	0	8	0	20	
0.045	26.5744	1199.01	18.551	0	20	1158	0	12	0	8	0	20	
0.05	26.4755	1199.01	18.5061	0	20	1158	0	12	0	8	0	20	
0.055	26.3803	1199.01	18.4645	0	20	1158	0	12	0	8	0	20	
0.06	26.2886	1199.01	18.4256	0	20	1158	0	12	0	8	0	20	
0.065	26.2001	1199.01	18.3889	0	20	1158	0	12	0	8	0	20	
0.07	26.1147	1199.01	18.3542	0	20	1158	0	12	0	8	0	20	
0.075	26.0321	1199.01	18.3212	0	20	1158	0	12	0	8	0	20	
0.08	25.9522	1199.01	18.2897	0	20	1158	0	12	0	8	0	20	
0.085	25.8747	1199.01	18.2596	0	20	1158	0	12	0	8	0	20	
0.09	25.7996	1199.01	18.2306	0	20	1158	0	12	0	8	0	20	
0.095	25.7267	1199.01	18.2026	0	20	1158	0	12	0	8	0	20	
0.1	25.6559	1199.01	18.1757	0	20	1157	0	12	0	8	0	20	
0.105	25.587	1199.01	18.1497	0	20	1157	0	12	0	8	0	20	
0.11	25.52	1199.01	18.1244	0	20	1157	0	12	0	8	0	20	
0.115	25.4547	1199.01	18.1	0	20	1156	0	12	0	8	0	20	
0.12	25.391	1199.01	18.0762	0	20	1156	0	12	0	8	0	20	
0.125	25.3289	1199.01	18.0531	0	20	1156	0	12	0	8	0	20	
0.13	25.2683	1199.01	18.0306	0	20	1156	0	12	0	8	0	20	
0.135	25.2091	1199.01	18.0087	0	20	1156	0	12	0	8	0	20	
0.14	25.1513	1199.01	17.9873	0	20	1156	0	12	0	8	0	20	
0.145	25.0948	1199.01	17.9665	0	20	1156	0	12	0	8	0	20	
0.15	25.0395	1199.01	17.9461	0	20	1156	0	12	0	8	0	20	
0.155	24.9853	1199.01	17.9262	0	20	1156	0	12	0	8	0	20	
0.16	24.9323	1199.01	17.9067	0	20	1156	0	12	0	8	0	20	
0.165	24.8804	1199.01	17.8877	0	20	1156	0	12	0	8	0	20	
0.17	24.8296	1199.01	17.869	0	20	1156	0	12	0	8	0	20	
0.175	24.7797	1199.01	17.8507	0	20	1156	0	12	0	8	0	20	
0.18	24.7308	1199.01	17.8328	0	20	1156	0	12	0	8	0	20	
0.185	24.6828	1199.01	17.8152	0	20	1156	0	12	0	8	0	20	
0.19	24.6357	1199.01	17.798	0	20	1156	0	12	0	8	0	20	
0.195	24.5895	1199.01	17.7811	0	20	1156	0	12	0	8	0	20	
0.2	24.5441	1199.01	17.7644	0	20	1156	0	12	0	8	0	20	
0.205	24.4995	1199.01	17.7481	0	20	1156	0	12	0	8	0	20	
0.21	24.4557	1199.01	17.7321	0	20	1156	0	12	0	8	0	20	
0.215	24.4127	1199.01	17.7163	0	20	1156	0	12	0	8	0	20	
0.22	24.3704	1199.01	17.7008	0	20	1156	0	12	0	8	0	20	
0.225	24.3288	1199.01	17.6856	0	20	1156	0	12	0	8	0	20	
0.23	24.2878	1199.01	17.6706	0	20	1156	0	12	0	8	0	20	
0.235	24.2476	1199.01	17.6559	0	20	1156	0	12	0	8	0	20	
0.24	24.2079	1199.01	17.6414	0	20	1156	0	12	0	8	0	20	
0.245	24.1689	1199.01	17.6271	0	20	1156	0	12	0	8	0	20	
0.25	24.1305	1199.01	17.613	0	20	1156	0	12	0	8	0	20	
0.255	24.0927	1199.01	17.5991	0	20	1156	0	12	0	8	0	20	
0.26	24.0555	1199.01	17.5855	0	20	1156	0	12	0	8	0	20	
0.265	24.0188	1199.01	17.572	0	20	1156	0	12	0	8	0	20	
0.27	23.9827	1199.01	17.5588	0	20	1156	0	12	0	8	0	20	
0.275	23.9471	1199.01	17.5457	0	20	1156	0	12	0	8	0	20	
0.28	23.912	1199.01	17.5328	0	20	1156	0	12	0	8	0	20	
0.285	23.8774	1199.01	17.5201	0	20	1156	0	12	0	8	0	20	
0.29	23.8433	1199.01	17.5076	0	20	1156	0	12	0	8	0	20	
0.295	23.8097	1199.01	17.4952	0	20	1156	0	12	0	8	0	20	
0.3	23.7765	1199.01	17.483	0	20	1156	0	12	0	8	0	20	
0.305	23.7438	1199.01	17.471	0	20	1156	0	12	0	8	0	20	
0.31	23.7116	1199.01	17.4591	0	20	1156	0	12	0	8	0	20	
0.315	23.6797	1199.01	17.4474	0	20	1156	0	12	0	8	0	20	
0.32	23.6483	1199.01	17.4358	0	20	1156	0	12	0	8	0	20	
0.325	23.6173	1199.01	17.4244	0	20	1156	0	12	0	8	0	20	
0.33	23.5867	1199.01	17.4131	0	20	1156	0	12	0	8	0	20	
0.335	23.5565	1199.01	17.402	0	20	1156	0	12	0	8	0	20	
0.34	23.5267	1199.01	17.391	0	20	1156	0	12	0	8	0	20	
0.345	23.4972	1199.01	17.3801	0	20	1156	0	12	0	8	0	20	
0.35	23.4681	1199.01	17.3694	0	20	1156	0	12	0	8	0	20	
0.355	23.4394	1199.01	17.3587	0	20	1156	0	12	0	8	0	20	
0.36	23.4111	1199.01	17.3483	0	20	1156	0	12	0	8	0	20	
0.365	23.383	1199.01	17.3379	0	20	1156	0	12	0	8	0	20	
0.37	23.3553	1199.01	17.3276	0	20	1156	0	12	0	8	0	20	
0.375	23.328	1199.01	17.3175	0	20	1156	0	12	0	8	0	20	
0.38	23.301	1199.01	17.3075	0	20	1156	0	12	0	8	0	20	
0.385	23.2742	1199.01	17.2976	0	20	1156	0	12	0	8	0	20	
0.39	23.2478	1199.01	17.2878	0	20	1156	0	12	0	8	0	20	
0.395	23.2217	1199.01	17.2781	0	20	1156	0	12	0	8	0	20	
0.4	23.1959	1199.01	17.2686	0	20	1156	0	12	0	8	0	20	
0.405	23.1704	1199.01	17.2591	0	20	1156	0	12	0	8	0	20	
0.41	23.1452	1199.01	17.2497	0	20	1156	0	12	0	8	0	20	
0.415	23.1202	1199.01	17.2405	0	20	1156	0	12	0	8	0	20	
0.42	23.0956	1199.01	17.2313	0	20	1156	0	12	0	8	0	20	
0.425	23.0712	1199.01	17.2222	0	20	1156	0	12	0	8	0	20	
0.43	23.047	1199.01	17.2133	0	20	1156	0	12	0	8	0	20	
0.435	23.0232	1199.01	17.2044	0	20	1156	0	12	0	8	0	20	
0.44	22.9995	1199.01	17.1956	0	20	1156	0	12	0	8	0	20	
0.445	22.9762	1199.01	17.1869	0	20	1156	0	12	0	8	0	20	
0.45	22.9531	1199.01	17.1783	0	20	1156	0	12	0	8	0	20	
0.455	22.9302	1199.01	17.1698	0	20	1156	0	12	0	8	0	20	
0.46	22.9076	1199.01	17.1613	0	20	1156	0	12	0	8	0	20	
0.465	22.8852	1199.01	17.153	0	20	1156	0	12	0	8	0	20	
0.47	22.863	1199.01	17.1447	0	20	1156	0	12	0	8	0	20	
0.475	22.841	1199.01	17.1365	0	20	1156	0	12	0	8	0	20	
0.48	22.8193	1199.01	17.1284	0	20	1156	0	12	0	8	0	20	
0.485	22.7978	1199.01	17.1204	0	20	1156	0	12	0	8	0	20	
0.49	22.7765	1199.01	17.1124	0	20	1156	0	12	0	8	0	20	
0.495	22.7554	1199.01	17.1045	0	20	1156	0	12	0	8	0	20	
0.5	22.7346	1199.01	17.0967	0	20	1156	0	12	0	8	0	20	
0.505	22.7139	1199.01	17.089	0	20	1156	0	12	0	8	0	20	
0.51	22.6934	1199.01	17.0813	0	20	1156	0	12	0	8	0	20	
0.515	22.6732	1199.01	17.0737	0	20	1156	0	12	0	8	0	20	
